survey,grid,common_name,life_phase,total_length,transit
88,100,Smallmouth Grunt,A,17,NA
88,100,Smallmouth Grunt,A,18,NA
88,100,Smallmouth Grunt,A,19,NA
88,100,Smallmouth Grunt,A,15,NA
88,100,Smallmouth Grunt,A,16,NA
88,100,Smallmouth Grunt,A,17,NA
88,100,Smallmouth Grunt,A,18,NA
88,100,Smallmouth Grunt,A,19,NA
88,100,Smallmouth Grunt,A,15,NA
88,100,Smallmouth Grunt,A,16,NA
88,100,Smallmouth Grunt,A,17,NA
88,100,Smallmouth Grunt,A,18,NA
88,100,Smallmouth Grunt,A,19,NA
88,100,Smallmouth Grunt,A,15,NA
88,100,Yellowtail Snapper,A,20,NA
89,1,Yellowtail Snapper,A,19,NA
89,2,Redband Parrotfish,I,16,NA
89,2,Stoplight Parrotfish,I,12,NA
89,2,Striped Parrotfish,A,9,NA
89,8,Brassy chub,A,31,NA
89,8,French Grunt,A,15,NA
89,8,French Grunt,A,16,NA
89,14,Bluestriped Grunt,A,16,NA
89,14,Bluestriped Grunt,A,17,NA
89,14,Bluestriped Grunt,A,16,NA
89,14,Bluestriped Grunt,A,15,NA
89,14,Bluestriped Grunt,A,16,NA
89,14,Redband Parrotfish,I,13,NA
89,14,Stoplight Parrotfish,I,21,NA
89,14,Stoplight Parrotfish,I,20,NA
89,14,Tomtate,A,15,NA
89,14,Tomtate,A,15,NA
89,14,Tomtate,A,16,NA
89,14,Tomtate,A,15,NA
89,20,Bluestriped Grunt,A,19,NA
89,20,Schoolmaster,A,20,NA
89,25,Striped Parrotfish,A,10,NA
89,31,French Angelfish,A,21,NA
89,32,Redband Parrotfish,A,18,NA
89,32,Redband Parrotfish,I,16,NA
89,32,Redband Parrotfish,I,13,NA
89,32,Stoplight Parrotfish,I,11,NA
89,32,Yellowtail Snapper,A,17,NA
89,37,Yellowtail Snapper,A,17,NA
89,38,Blue Parrotfish,I,18,NA
89,38,Nassau Grouper,A,32,NA
89,38,Redband Parrotfish,I,10,NA
89,38,Striped Parrotfish,A,11,NA
89,38,Yellowtail Snapper,A,18,NA
89,43,Barracuda,A,70,NA
89,43,Blue Tang,A,16,NA
89,43,Mahogany Snapper,A,17,NA
89,43,Schoolmaster,A,22,NA
89,43,Scrawled Filefish,A,36,NA
89,43,White Grunt,A,18,NA
89,44,Black Margate,A,24,NA
89,44,Bluestriped Grunt,A,21,NA
89,44,Bluestriped Grunt,A,23,NA
89,44,French Angelfish,A,19,NA
89,44,French Grunt,A,17,NA
89,44,Gray Angelfish,A,23,NA
89,44,Mahogany Snapper,A,18,NA
89,44,Mahogany Snapper,A,17,NA
89,44,Mahogany Snapper,A,15,NA
89,44,Porkfish,A,17,NA
89,44,Redband Parrotfish,I,10,NA
89,44,Sailors Choice,A,18,NA
89,44,Schoolmaster,A,24,NA
89,49,Blue Tang,A,16,NA
89,49,Bluestriped Grunt,A,24,NA
89,49,French Grunt,A,19,NA
89,49,French Grunt,A,15,NA
89,49,Scrawled Filefish,A,35,NA
89,49,Stoplight Parrotfish,A,35,NA
89,49,Yellowtail Snapper,A,17,NA
89,50,Blue Tang,A,15,NA
89,50,Midnight Parrotfish,A,45,transit
89,50,Midnight Parrotfish,A,46,transit
89,50,Midnight Parrotfish,A,47,transit
89,50,Midnight Parrotfish,A,48,transit
89,50,Midnight Parrotfish,A,49,transit
89,50,Midnight Parrotfish,A,50,transit
89,50,Midnight Parrotfish,A,51,transit
89,50,Midnight Parrotfish,A,52,transit
89,50,Midnight Parrotfish,A,53,transit
89,50,Midnight Parrotfish,A,54,transit
89,50,Midnight Parrotfish,A,55,transit
89,50,Midnight Parrotfish,A,50,transit
89,50,Midnight Parrotfish,A,51,transit
89,50,Midnight Parrotfish,A,49,transit
89,50,Midnight Parrotfish,A,50,transit
89,50,Rainbow Parrotfish,A,40,transit
89,50,Rainbow Parrotfish,A,42,transit
89,50,Rainbow Parrotfish,A,43,transit
89,50,Rainbow Parrotfish,A,45,NA
89,50,White Grunt,A,18,NA
89,55,French Grunt,A,15,NA
89,55,French Grunt,A,16,NA
89,55,Stoplight Parrotfish,I,12,NA
89,55,Striped Parrotfish,A,11,NA
89,55,White Grunt,A,22,NA
89,56,Queen Parrotfish,A,33,NA
89,56,Redband Parrotfish,I,11,NA
89,56,Striped Parrotfish,I,9,NA
89,56,Striped Parrotfish,I,8,NA
89,56,Striped Parrotfish,A,10,NA
89,61,Stoplight Parrotfish,I,12,NA
89,61,Stoplight Parrotfish,I,16,NA
89,61,White Grunt,A,21,NA
89,62,Redband Parrotfish,I,13,NA
89,62,Redband Parrotfish,I,15,NA
89,62,Schoolmaster,A,22,NA
89,62,Stoplight Parrotfish,I,18,NA
89,62,Stoplight Parrotfish,A,30,NA
89,62,Yellowtail Snapper,A,16,NA
89,62,Yellowtail Snapper,A,16,NA
89,62,Yellowtail Snapper,A,17,NA
89,62,Yellowtail Snapper,A,17,NA
89,62,Yellowtail Snapper,A,18,NA
89,62,Yellowtail Snapper,A,19,NA
89,67,French Grunt,A,16,NA
89,67,Stoplight Parrotfish,A,30,transit
89,67,Yellowtail Snapper,A,20,NA
89,68,Gray Angelfish,A,19,NA
89,68,Mahogany Snapper,A,15,NA
89,73,Bar Jack,A,19,NA
89,73,Black Margate,A,32,NA
89,73,Blue Tang,A,17,NA
89,73,Bluestriped Grunt,A,24,NA
89,73,French Grunt,A,15,NA
89,73,French Grunt,A,16,NA
89,73,French Grunt,A,16,NA
89,73,Stoplight Parrotfish,A,29,NA
89,73,Yellowtail Parrotfish,A,33,NA
89,74,Black Grouper,A,75,NA
89,74,French Grunt,A,16,NA
89,74,Gray Angelfish,A,19,NA
89,74,Mahogany Snapper,A,15,NA
89,74,Porkfish,A,17,NA
89,74,Schoolmaster,A,27,NA
89,74,Schoolmaster,A,22,NA
89,74,Schoolmaster,A,24,NA
89,74,Stoplight Parrotfish,I,20,NA
89,74,White Grunt,A,21,NA
89,79,Blue Tang,A,16,NA
89,80,Bluestriped Grunt,A,25,NA
89,80,Queen Angelfish,A,15,NA
89,80,Queen Angelfish,A,17,transit
89,80,Sailors Choice,A,21,transit
89,80,Schoolmaster,A,23,NA
89,80,White Grunt,A,22,NA
89,85,Blue Tang,A,17,transit
89,86,French Grunt,A,17,transit
89,86,French Grunt,A,16,NA
89,86,Graysby,A,23,NA
89,86,Redband Parrotfish,I,16,NA
89,86,Schoolmaster,A,23,NA
89,86,White Grunt,A,22,transit
89,91,Redband Parrotfish,I,17,NA
89,91,Yellowtail Snapper,A,17,NA
89,92,French Grunt,A,17,NA
89,92,Ocean Surgeonfish,A,15,NA
89,92,Queen Parrotfish,I,30,NA
89,92,Queen Parrotfish,I,30,NA
89,92,Yellowtail Snapper,A,21,NA
90,3,Redband Parrotfish,I,16,NA
90,3,Yellowtail Snapper,A,26,NA
90,4,Bermuda Chub,A,29,NA
90,4,Blue Tang,A,16,NA
90,4,Blue Tang,A,15,NA
90,4,Blue Tang,A,21,NA
90,4,Bluestriped Grunt,A,27,NA
90,4,Caesar Grunt,A,22,NA
90,4,French Angelfish,A,26,NA
90,4,French Grunt,A,17,NA
90,4,Ocean Surgeonfish,A,16,NA
90,4,Ocean Surgeonfish,A,15,NA
90,4,Porkfish,A,22,NA
90,4,Porkfish,A,23,NA
90,4,Queen Angelfish,A,15,NA
90,4,Redband Parrotfish,I,18,NA
90,4,Saucereye Porgy,A,19,NA
90,4,Stoplight Parrotfish,I,22,NA
90,4,Stoplight Parrotfish,I,19,NA
90,4,Stoplight Parrotfish,A,33,NA
90,4,White Grunt,A,28,NA
90,4,Yellowtail Parrotfish,A,39,transit
90,9,Bar Jack,A,30,transit
90,10,Ocean Surgeonfish,A,15,NA
90,10,Redband Parrotfish,A,22,NA
90,10,Redband Parrotfish,I,16,NA
90,10,Trumpetfish,A,22,NA
90,15,Bluestriped Grunt,A,17,NA
90,15,Bluestriped Grunt,A,17,NA
90,15,Bluestriped Grunt,A,18,NA
90,15,Bluestriped Grunt,A,18,NA
90,15,Caesar Grunt,A,19,NA
90,15,Highhat,A,16,NA
90,15,Schoolmaster,A,21,NA
90,15,Schoolmaster,A,21,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,17,NA
90,15,Smallmouth Grunt,A,17,NA
90,15,Smallmouth Grunt,A,17,NA
90,15,Smallmouth Grunt,A,17,NA
90,15,Smallmouth Grunt,A,17,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,15,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Smallmouth Grunt,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,15,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,16,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,Tomtate,A,17,NA
90,15,White Grunt,A,23,NA
90,15,White Grunt,A,24,NA
90,15,Yellow Goatfish,A,23,NA
90,15,Yellow Goatfish,A,23,NA
90,15,Yellow Goatfish,A,23,NA
90,15,Yellow Goatfish,A,24,NA
90,15,Yellow Goatfish,A,24,NA
90,15,Yellow Goatfish,A,24,NA
90,15,Yellow Goatfish,A,25,NA
90,15,Yellow Goatfish,A,25,NA
90,15,Yellow Goatfish,A,25,NA
90,15,Yellow Goatfish,A,26,NA
90,15,Yellow Goatfish,A,26,NA
90,15,Yellow Goatfish,A,26,NA
90,16,Bluestriped Grunt,A,24,NA
90,16,Bluestriped Grunt,A,21,NA
90,16,Bluestriped Grunt,A,18,NA
90,16,Bluestriped Grunt,A,19,NA
90,16,French Grunt,A,16,NA
90,16,French Grunt,A,16,NA
90,16,French Grunt,A,16,NA
90,16,French Grunt,A,16,NA
90,16,French Grunt,A,16,NA
90,16,Smallmouth Grunt,A,15,NA
90,16,Smallmouth Grunt,A,15,NA
90,16,Smallmouth Grunt,A,16,NA
90,16,Tomtate,A,17,NA
90,16,Tomtate,A,17,NA
90,16,Tomtate,A,16,NA
90,16,Tomtate,A,16,NA
90,16,Tomtate,A,16,NA
90,16,Tomtate,A,16,NA
90,16,Tomtate,A,17,NA
90,16,Tomtate,A,17,NA
90,16,Tomtate,A,17,NA
90,16,Tomtate,A,17,NA
90,16,White Grunt,A,15,NA
90,16,White Grunt,A,15,NA
90,16,White Grunt,A,16,NA
90,16,White Grunt,A,16,NA
90,16,White Grunt,A,24,NA
90,16,White Grunt,A,24,NA
90,16,White Grunt,A,21,NA
90,16,Yellow Goatfish,A,24,NA
90,16,Yellow Goatfish,A,24,NA
90,16,Yellow Goatfish,A,24,NA
90,16,Yellow Goatfish,A,24,NA
90,16,Yellow Goatfish,A,25,NA
90,16,Yellow Goatfish,A,25,NA
90,16,Yellow Goatfish,A,25,NA
90,16,Yellow Goatfish,A,25,NA
90,16,Yellow Goatfish,A,26,NA
90,16,Yellow Goatfish,A,26,NA
90,16,Yellow Goatfish,A,26,NA
90,16,Yellow Goatfish,A,26,NA
90,16,Yellowtail Snapper,A,19,NA
90,21,Barracuda,A,91,NA
90,21,Bluestriped Grunt,A,17,NA
90,21,Bluestriped Grunt,A,16,NA
90,21,Bluestriped Grunt,A,21,NA
90,21,Bluestriped Grunt,A,24,NA
90,21,French Angelfish,A,25,NA
90,21,French Grunt,A,15,NA
90,21,French Grunt,A,15,NA
90,21,French Grunt,A,15,NA
90,21,French Grunt,A,15,NA
90,21,French Grunt,A,15,NA
90,21,French Grunt,A,15,NA
90,21,Mahogany Snapper,A,17,NA
90,21,Redband Parrotfish,I,18,NA
90,21,Redband Parrotfish,I,23,NA
90,21,Redband Parrotfish,A,24,NA
90,21,Smallmouth Grunt,A,17,NA
90,21,Tomtate,A,16,NA
90,21,White Grunt,A,26,NA
90,21,White Grunt,A,17,NA
90,21,White Grunt,A,16,NA
90,21,White Grunt,A,17,NA
90,21,White Grunt,A,16,NA
90,21,White Grunt,A,16,NA
90,21,White Grunt,A,16,NA
90,21,Yellowtail Parrotfish,A,31,transit
90,22,Bermuda Chub,A,15,NA
90,22,Bluestriped Grunt,A,18,NA
90,22,Bluestriped Grunt,A,19,NA
90,22,Bluestriped Grunt,A,20,NA
90,22,Bluestriped Grunt,A,21,NA
90,22,Smallmouth Grunt,A,16,NA
90,22,Smallmouth Grunt,A,16,NA
90,22,Smallmouth Grunt,A,16,NA
90,22,Smallmouth Grunt,A,17,NA
90,22,Smallmouth Grunt,A,17,NA
90,22,Smallmouth Grunt,A,17,NA
90,22,Smallmouth Grunt,A,17,NA
90,22,Tomtate,A,16,NA
90,22,Tomtate,A,16,NA
90,22,Tomtate,A,16,NA
90,22,Tomtate,A,16,NA
90,22,Tomtate,A,16,NA
90,22,Tomtate,A,16,NA
90,22,Tomtate,A,16,NA
90,22,Tomtate,A,16,NA
90,22,Tomtate,A,16,NA
90,22,White Grunt,A,17,NA
90,22,White Grunt,A,17,NA
90,22,White Grunt,A,18,NA
90,22,White Grunt,A,17,NA
90,22,White Grunt,A,18,NA
90,22,White Grunt,A,18,NA
90,27,Bluestriped Grunt,A,23,NA
90,27,Bluestriped Grunt,A,24,NA
90,27,Redband Parrotfish,I,17,NA
90,27,Redband Parrotfish,I,16,NA
90,27,Redband Parrotfish,I,15,NA
90,28,Bluestriped Grunt,A,23,NA
90,28,French Grunt,A,16,NA
90,28,French Grunt,A,15,NA
90,28,French Grunt,A,15,NA
90,28,French Grunt,A,16,NA
90,28,Mahogany Snapper,A,19,NA
90,28,White Grunt,A,19,NA
90,33,Stoplight Parrotfish,A,28,NA
90,34,White Grunt,A,24,NA
90,40,Yellow Goatfish,A,25,transit
90,40,Yellow Goatfish,A,25,transit
90,45,Bluestriped Grunt,A,24,NA
90,46,French Grunt,A,16,NA
90,46,French Grunt,A,15,NA
90,46,Ocean Surgeonfish,A,15,NA
90,46,Redband Parrotfish,A,20,NA
90,51,Blue Tang,A,24,NA
90,51,Blue Tang,A,25,NA
90,51,Blue Tang,A,26,NA
90,51,French Grunt,A,16,NA
90,51,Mahogany Snapper,A,26,NA
90,51,Mahogany Snapper,A,27,NA
90,51,Mahogany Snapper,A,21,NA
90,51,Midnight Parrotfish,A,32,transit
90,51,Midnight Parrotfish,A,32,transit
90,51,Midnight Parrotfish,A,32,transit
90,51,Midnight Parrotfish,A,32,transit
90,51,Midnight Parrotfish,A,32,transit
90,51,Midnight Parrotfish,A,33,transit
90,51,Midnight Parrotfish,A,33,transit
90,51,Midnight Parrotfish,A,33,transit
90,51,Midnight Parrotfish,A,33,transit
90,51,Midnight Parrotfish,A,33,transit
90,51,Midnight Parrotfish,A,34,transit
90,51,Midnight Parrotfish,A,34,transit
90,51,Midnight Parrotfish,A,34,transit
90,51,Midnight Parrotfish,A,34,transit
90,51,Midnight Parrotfish,A,34,transit
90,51,Midnight Parrotfish,A,35,transit
90,51,Midnight Parrotfish,A,35,transit
90,51,Midnight Parrotfish,A,35,transit
90,51,Midnight Parrotfish,A,35,transit
90,51,Midnight Parrotfish,A,35,transit
90,51,Schoolmaster,A,21,NA
90,51,Spanish Grunt,A,26,NA
90,57,Bermuda Chub,A,25,NA
90,57,Mahogany Snapper,A,18,NA
90,57,Mahogany Snapper,A,19,NA
90,57,Mahogany Snapper,A,20,NA
90,57,Mahogany Snapper,A,21,NA
90,57,Mahogany Snapper,A,22,NA
90,57,Rainbow Parrotfish,A,43,NA
90,57,Redband Parrotfish,A,22,NA
90,57,Redband Parrotfish,A,24,NA
90,57,Redband Parrotfish,A,23,NA
90,57,Redband Parrotfish,I,17,NA
90,57,Schoolmaster,A,21,NA
90,57,White Grunt,A,18,NA
90,57,Yellow Goatfish,A,27,NA
90,57,Yellowtail Snapper,A,25,NA
90,58,Redband Parrotfish,A,23,NA
90,63,Blue Tang,A,15,NA
90,63,Blue Tang,A,16,NA
90,63,Graysby,A,19,NA
90,63,Ocean Surgeonfish,A,18,NA
90,63,Ocean Surgeonfish,A,16,NA
90,63,Ocean Surgeonfish,A,16,NA
90,63,Redband Parrotfish,I,17,NA
90,63,Schoolmaster,A,26,NA
90,63,Stoplight Parrotfish,A,29,NA
90,63,Stoplight Parrotfish,I,20,NA
90,63,White Grunt,A,30,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,21,NA
90,63,Yellowtail Snapper,A,22,NA
90,63,Yellowtail Snapper,A,22,NA
90,63,Yellowtail Snapper,A,22,NA
90,63,Yellowtail Snapper,A,22,NA
90,63,Yellowtail Snapper,A,22,NA
90,63,Yellowtail Snapper,A,22,NA
90,63,Yellowtail Snapper,A,22,NA
90,63,Yellowtail Snapper,A,22,NA
90,63,Yellowtail Snapper,A,22,NA
90,63,Yellowtail Snapper,A,22,NA
90,64,French Grunt,A,15,NA
90,64,Redband Parrotfish,I,15,NA
90,64,Redband Parrotfish,I,16,NA
90,64,Stoplight Parrotfish,I,15,NA
90,69,Barracuda,A,61,NA
90,69,Blue Tang,A,16,NA
90,69,Blue Tang,A,17,NA
90,69,Ocean Surgeonfish,A,16,NA
90,69,Ocean Surgeonfish,A,17,NA
90,69,Queen Angelfish,A,18,NA
90,69,Redband Parrotfish,I,17,NA
90,69,Redband Parrotfish,I,18,NA
90,69,Spanish Hogfish,A,19,NA
90,69,Stoplight Parrotfish,A,25,NA
90,69,Stoplight Parrotfish,I,17,NA
90,69,Yellowtail Snapper,A,17,NA
90,69,Yellowtail Snapper,A,20,NA
90,69,Yellowtail Snapper,A,20,NA
90,69,Yellowtail Snapper,A,20,NA
90,69,Yellowtail Snapper,A,21,NA
90,69,Yellowtail Snapper,A,21,NA
90,69,Yellowtail Snapper,A,21,NA
90,69,Yellowtail Snapper,A,21,NA
90,69,Yellowtail Snapper,A,21,NA
90,69,Yellowtail Snapper,A,22,NA
90,69,Yellowtail Snapper,A,22,NA
90,69,Yellowtail Snapper,A,22,NA
90,69,Yellowtail Snapper,A,22,NA
90,70,Blue Parrotfish,I,25,NA
90,70,French Grunt,A,15,NA
90,70,Ocean Surgeonfish,A,16,NA
90,70,Ocean Surgeonfish,A,18,NA
90,70,Stoplight Parrotfish,I,22,NA
90,70,Stoplight Parrotfish,I,18,NA
90,70,White Grunt,A,25,NA
90,70,Yellowtail Parrotfish,A,21,NA
90,70,Yellowtail Snapper,A,25,NA
90,75,Blue Tang,A,15,NA
90,75,Mahogany Snapper,A,17,NA
90,75,Redband Parrotfish,I,17,NA
90,75,Redband Parrotfish,I,21,NA
90,76,Blue Tang,A,17,NA
90,76,Doctorfish,A,16,NA
90,76,Ocean Surgeonfish,A,15,NA
90,76,Ocean Surgeonfish,A,16,NA
90,76,Redband Parrotfish,I,16,NA
90,76,Redtail Parrotfish,I,20,NA
90,76,Redtail Parrotfish,I,20,NA
90,76,Redtail Parrotfish,I,20,NA
90,76,Redtail Parrotfish,I,20,NA
90,76,Redtail Parrotfish,I,21,NA
90,76,Redtail Parrotfish,I,21,NA
90,76,Redtail Parrotfish,I,21,NA
90,76,Redtail Parrotfish,I,21,NA
90,76,Redtail Parrotfish,I,22,NA
90,76,Redtail Parrotfish,I,22,NA
90,76,Redtail Parrotfish,I,22,NA
90,76,Redtail Parrotfish,I,22,NA
90,76,Redtail Parrotfish,I,23,NA
90,76,Redtail Parrotfish,I,23,NA
90,76,Redtail Parrotfish,I,23,NA
90,76,Redtail Parrotfish,I,23,NA
90,76,Redtail Parrotfish,A,23,NA
90,76,Redtail Parrotfish,A,23,NA
90,76,Stoplight Parrotfish,I,22,NA
90,76,Yellowtail Parrotfish,I,23,NA
90,81,Bar Jack,A,19,transit
90,81,Bar Jack,A,19,transit
90,81,Bar Jack,A,20,transit
90,81,Bar Jack,A,20,transit
90,81,Bar Jack,A,20,transit
90,81,Blue Tang,A,15,NA
90,81,French Grunt,A,17,NA
90,81,Mahogany Snapper,A,19,NA
90,87,French Grunt,A,15,NA
90,87,Redband Parrotfish,I,17,NA
90,88,Ocean Surgeonfish,A,16,NA
90,88,Stoplight Parrotfish,A,27,NA
90,93,French Grunt,A,17,NA
90,93,Ocean Surgeonfish,A,15,NA
90,93,Princess Parrotfish,A,26,NA
90,93,Stoplight Parrotfish,I,18,NA
90,93,Topsail chub,A,25,NA
90,94,French Grunt,A,16,NA
90,94,French Grunt,A,17,NA
90,94,Ocean Surgeonfish,A,17,NA
90,94,Yellowtail Snapper,A,25,NA
91,5,Blue Tang,A,18,NA
91,5,French Grunt,A,15,NA
91,5,Redtail Parrotfish,A,30,NA
91,6,Blue Tang,A,18,NA
91,6,Gray Angelfish,A,19,NA
91,6,Graysby,A,21,NA
91,6,Midnight Parrotfish,A,34,transit
91,6,Mutton Snapper,A,60,NA
91,6,Yellowtail Snapper,A,21,transit
91,6,Yellowtail Snapper,A,21,transit
91,6,Yellowtail Snapper,A,21,transit
91,11,Barracuda,A,65,NA
91,12,Ocean Surgeonfish,A,19,NA
91,17,Blue Tang,A,22,NA
91,17,Blue Tang,A,23,NA
91,17,Bluestriped Grunt,A,28,NA
91,17,French Grunt,A,17,NA
91,17,French Grunt,A,15,NA
91,17,Mahogany Snapper,A,26,NA
91,17,Redband Parrotfish,I,16,NA
91,17,Redband Parrotfish,A,22,NA
91,17,Redband Parrotfish,I,23,NA
91,17,Schoolmaster,A,32,NA
91,18,Caesar Grunt,A,23,NA
91,18,French Grunt,A,17,transit
91,18,French Grunt,A,22,NA
91,18,Queen Angelfish,A,21,NA
91,18,Redband Parrotfish,A,21,NA
91,18,Schoolmaster,A,30,NA
91,18,Scrawled Cowfish,A,32,NA
91,18,Spanish Grunt,A,25,NA
91,18,Yellowtail Parrotfish,A,33,NA
91,18,Yellowtail Parrotfish,I,29,NA
91,23,Hogfish,A,27,NA
91,23,Yellowtail Parrotfish,A,29,transit
91,24,French Grunt,A,17,NA
91,29,Brassy chub,A,29,NA
91,29,French Grunt,A,22,NA
91,29,Reef Croaker,A,23,NA
91,29,Schoolmaster,A,27,NA
91,29,Spanish Grunt,A,29,NA
91,29,Yellowtail Snapper,A,19,NA
91,30,Bluestriped Grunt,A,25,NA
91,30,French Grunt,A,22,NA
91,30,Porkfish,A,17,NA
91,35,Blue Tang,A,15,NA
91,35,Doctorfish,A,21,NA
91,35,French Grunt,A,19,NA
91,35,French Grunt,A,15,NA
91,35,Ocean Surgeonfish,A,17,NA
91,35,Ocean Surgeonfish,A,15,NA
91,35,Redband Parrotfish,I,19,NA
91,35,Redband Parrotfish,I,15,NA
91,35,Stoplight Parrotfish,A,30,NA
91,35,Stoplight Parrotfish,A,21,NA
91,36,Blue Tang,A,19,NA
91,36,Ocean Surgeonfish,A,18,NA
91,36,Stoplight Parrotfish,I,22,NA
91,36,White Grunt,A,24,NA
91,41,Redband Parrotfish,A,24,transit
91,41,Redtail Parrotfish,I,24,NA
91,42,Blue Tang,A,24,transit
91,42,Blue Tang,A,24,transit
91,42,Blue Tang,A,22,transit
91,42,Brassy chub,A,35,NA
91,42,Doctorfish,A,22,NA
91,42,Midnight Parrotfish,A,31,transit
91,42,Midnight Parrotfish,A,32,transit
91,42,Midnight Parrotfish,A,33,transit
91,42,Midnight Parrotfish,A,34,transit
91,42,Midnight Parrotfish,A,35,transit
91,42,Midnight Parrotfish,A,36,transit
91,42,Midnight Parrotfish,A,37,transit
91,42,Midnight Parrotfish,A,38,transit
91,42,Midnight Parrotfish,A,31,transit
91,42,Midnight Parrotfish,A,32,transit
91,42,Midnight Parrotfish,A,33,transit
91,42,Midnight Parrotfish,A,34,transit
91,42,Midnight Parrotfish,A,35,transit
91,42,Midnight Parrotfish,A,36,transit
91,42,Midnight Parrotfish,A,37,transit
91,42,Midnight Parrotfish,A,38,transit
91,42,Midnight Parrotfish,A,31,transit
91,42,Midnight Parrotfish,A,38,transit
91,42,Midnight Parrotfish,A,34,transit
91,42,Ocean Surgeonfish,A,19,NA
91,42,Rainbow Parrotfish,A,34,transit
